gene	logFC_DE_Calu3ser2_S1.12h_mock.12h	logCPM	PValue	FDR
MIR155HG	1.77580643037147	1.67507948786699	1.52419546015266e-05	0.00345567012582054
CYP1B1	0.747655054969876	6.28425780158636	3.10992092240686e-05	0.00676660124695767
HIST1H3D	1.19980719875019	1.90957435745047	3.12336707470608e-05	0.00676660124695767
APOL6	0.804779484401112	5.23231769861965	3.40111632340641e-05	0.00720814848628023
IFI44	0.761692771749913	6.41643228255639	4.23104082696084e-05	0.00877625894085984
CXCL3	0.792185129395883	4.89249173350645	4.38076691237312e-05	0.00889752013098448
TRIM22	1.31750721929673	3.78343497385255	4.56562191692354e-05	0.00908372409552807
TRIM21	0.552422928094704	6.0167032030073	6.02562967056686e-05	0.0117487727316713
CCL20	1.10369662145516	3.63932737329106	6.86872192527359e-05	0.0131300333430377
MIR3687-2	-1.90392018472292	0.270189871057518	7.40182495804786e-05	0.0136370683621874
MIR3687-1	-1.90393261962574	0.270189871057518	7.41373087697132e-05	0.0136370683621874
IFIT5	0.653038613243406	4.85934807744103	8.49931211891976e-05	0.0153444062680275
MB21D2	0.679773994574394	4.82420137563054	9.66091379944919e-05	0.0171244088419691
ICAM1	0.867096187684232	5.56305732175714	0.000102924888575862	0.0179181203343943
MIR663A	-1.59953239782273	0.36308489037665	0.000189415825576507	0.0323967523429012
DHX58	1.10307853098416	2.56717840637948	0.000201720765665412	0.0339064783529673
TIPARP	0.70831007512604	7.37819908877297	0.000209010465753931	0.0345363225531368
THEMIS2	0.934040115481029	2.72620199074067	0.000220292634919889	0.035437278657416
NUAK2	0.876491409396402	3.90072472624612	0.00022173289548696	0.035437278657416
JUN	0.737723945328313	7.94382728226186	0.000279107572357909	0.0438874148857622
TNFSF10	0.72105772785369	6.04079363411712	0.000296340137279596	0.0458574602910918
SAMD9L	0.915698198587099	5.66499394223232	0.00031842958356822	0.0485057814094778
RELB	0.714489596784334	4.59255828977662	0.000332239183391012	0.0498307661365996
LAMP3	1.05924203614259	3.73316023294282	0.000368939208893202	0.0540865896709644
IFI16	0.601861965353927	5.36436328069429	0.000375227312874061	0.0540865896709644
HERC5	0.792396371085264	4.63002688555812	0.000377257985190848	0.0540865896709644
FOS	0.932313686247576	2.88922376482627	0.000435564315965234	0.0615408190774648
FOSB	0.847765120717146	3.27668965292046	0.000557356085713068	0.0776237782802386
DUSP8	0.631293912140484	4.20338462525365	0.000695947631146907	0.0955604712119886
TRANK1	1.03969019486584	3.74733072932884	0.00076470658737167	0.102437168521014
NCOA7	0.569931587255373	4.90162904171335	0.000767044138068931	0.102437168521014
KRT13	4.44931888686177	2.78212037534028	0.000807655384073224	0.106403139720674
GBP1	0.704761382984988	4.76009938132182	0.000826324401705893	0.107411154563077
ARRDC3	0.583045901457955	6.27366046990396	0.000933007879069656	0.119682813329606
FAM46A	0.66595635828505	4.3458825891645	0.00109081225610194	0.137789241284285
HIST2H2BE	0.82388314756338	2.3865184918552	0.00110242699971015	0.137789241284285
DDX60	0.660209838953777	4.76486780613438	0.00134268945434632	0.165694677093953
HELZ2	1.09740007466974	7.52390120388048	0.0015038789395218	0.183266447267475
TICAM1	0.566596291777451	3.77610718445657	0.00158242279023039	0.190457281258717
KLF6	0.503372212310563	7.76222095610191	0.00176289297411768	0.204797536323178
DTX3L	0.549285282121967	5.95675990058557	0.00176590506253025	0.204797536323178
ANKRD9	-0.648421362356006	4.23888835286295	0.00177438164146779	0.204797536323178
EPSTI1	0.977614985188044	2.9636587902344	0.00178559755743873	0.204797536323178
SAMD9	0.574924086917603	7.66818871033689	0.00231323965588949	0.262229923317054
VWA1	-0.482882998093598	5.35375845231154	0.00251831620484928	0.282196145759489
KRT78	-2.66958196332007	2.37702112845445	0.00257553518185018	0.285328323725652
BIRC3	0.486722524376503	5.69857443365336	0.00302900120778309	0.331794750277274
IFITM1	0.600314606376928	5.02132504530385	0.00317295150428976	0.343701157948009
CSF2	1.77743190491169	0.550963482211889	0.00330843086793795	0.35443837946733
SP110	0.47038705869688	5.18040847409375	0.00340556454127286	0.360878790357273
UBE2L6	0.481499947834221	5.50745515721586	0.00381876957435214	0.398209257406842
PRR7	-0.417067266066917	5.16852863496683	0.00384438229937205	0.398209257406842
HIST1H3E	1.16530875918145	0.538258077366277	0.00388038562454098	0.398209257406842
PIM3	0.489417303676942	6.27666334021697	0.00440864448145952	0.447707031768217
MIR663AHG	-0.903804596816772	2.49589556706592	0.0045657761375147	0.458884036748771
TXNIP	0.451845661314115	7.67328220032129	0.00530740265533028	0.527978249865458
KIAA1551	0.446260761457916	5.51506852799661	0.00559088557399293	0.550561045059162
DDX60L	0.569985326959557	5.24588687723562	0.00595619524403269	0.580669474340747
GDF15	0.604162175208865	4.00920682312151	0.00605558644291658	0.584513982494988
LTB	0.747432164366984	2.10894610703734	0.00625816983850019	0.598146056426846
CSRNP1	0.660050224682936	5.2645705124324	0.00648087787176794	0.613418236620055
SNTA1	-0.556843761894131	3.50642712689155	0.0065993891099461	0.618629273392928
ABHD17A	-0.426695769634883	5.76085526995504	0.00694705553020644	0.635264174557162
UBE2MP1	-0.52499710480129	3.21160327916588	0.00695002546116529	0.635264174557162
HAGLROS	-0.887883903989637	1.18348236082049	0.00703740626267605	0.635264174557162
STAT1	0.505512916626042	8.1076996960741	0.00703749418937055	0.635264174557162
IGFBP7	-0.582735111962141	4.25471550626173	0.00715582172169167	0.640019320777726
HIST2H4B	0.506216398679953	3.31285449318755	0.00738267216755407	0.648730338642445
HIST2H4A	0.506216809545514	3.31285449318755	0.00738630296331023	0.648730338642445
BHLHE40	0.410762317878262	7.22926377437869	0.00765710527958245	0.666509994380797
PGP	-0.526848687544627	6.47804307112974	0.00777768662489473	0.671014751381404
MIR6087	-1.00081828506037	8.64284981204985	0.00798751021464093	0.683072255109951
CTU1	-0.635777809498105	4.21527130345328	0.00825267818495981	0.699611822827593
KLF10	0.380929497489397	6.10344761845821	0.00842444516036873	0.705175434721887
IRAK2	0.411614963958182	5.67516134224568	0.00846297321391535	0.705175434721887
INHBA	0.486881173986154	3.92524208318044	0.00854145238431785	0.705683214361989
SERTAD2	0.43360051288899	4.77732272358266	0.00875945468573202	0.717612804463878
NDRG1	0.7801806698301	5.69601461520502	0.00974329573678386	0.782707145696452
OVOL1	0.387775546871009	3.94982882572214	0.00978700186936288	0.782707145696452
PTPRR	0.416177535446153	4.61633760438358	0.00983197158282805	0.782707145696452
BCL7C	-0.505295622227846	5.09833792309355	0.00987516452155745	0.782707145696452
IGFBP1	0.586015279865362	3.26647624737569	0.0101170670450348	0.79541360179068
STX19	0.599428034846817	2.33058730341025	0.010679094820925	0.832883963273583
DUSP16	0.3907982358364	5.03436361791566	0.0110398799106542	0.854188803563239
MTMR11	0.369814183826316	4.63886936845696	0.0111662529009478	0.857163775837327
SLFN5	0.62635235045072	5.5761870432134	0.0112776641203607	0.858952714917162
ETS2	0.413852501288235	7.56966778462455	0.0120359539536172	0.909600892200109
TMEM238	-1.02888680262851	4.2583241096973	0.0122242177784242	0.916722300937364
KDM6B	0.549479312027647	4.55418074480044	0.0127722760977304	0.943958295403492
CCDC61	-0.376722900962135	3.85398600038012	0.0127810539535605	0.943958295403492
FBXO25	0.427059714784175	3.6711138507346	0.0133012635049834	0.974992615865285
SPR	-0.468719616082677	6.16171800517143	0.0137732212171352	1
H2AFX	-0.348774367504973	6.00656036841471	0.0139956809772631	1
PARP9	0.370664737698951	6.33960131082909	0.0144050919743404	1
MBD3	-0.337865061617376	5.98410020366577	0.0146121625558129	1
H1FX	-0.392221706108364	6.747824289864	0.0146716108874948	1
PPP1R14A	-0.722096385149514	2.32933922057601	0.0147938290741582	1
EIF5AL1	-0.35288217684751	6.39696372514087	0.0153357607480375	1
GINS4	-0.343053821799369	5.75785492095161	0.0155620007682962	1
DDX58	0.400639698267662	6.53955147128788	0.0158922673134399	1
NOXO1	-0.576101282526385	2.54377925736018	0.0159748234578891	1
HSH2D	0.514559648332141	4.55490707795151	0.0160196433449962	1
XRCC2	-0.401232450159552	3.49521940931539	0.0160246100723188	1
IFNGR2	0.34312115196696	6.11690856857785	0.0160551670681045	1
TBC1D25	0.341252508929217	4.51172020095244	0.0161453581366573	1
LINC01003	-0.511724822032122	2.55023325557878	0.0169288143022576	1
MIR6852	4.76464996454619	-1.6536114193107	0.017032010458076	1
APOE	-0.533620899557633	3.32801257936946	0.0175695835934885	1
EFHD2	-0.384130854094412	6.4328397683638	0.0177461071516641	1
STAT2	0.404358882354444	5.72053093201341	0.0177699909581013	1
ZNF771	-0.561897565393596	2.62422611165674	0.0183486858687942	1
HIVEP2	0.447859767523334	4.86343989229424	0.0188197413693658	1
ZDHHC24	-0.347616972217529	4.35151108483441	0.0194550783563145	1
ZC3HAV1	0.37737551639625	6.11473819601159	0.0195077603028002	1
NFKB2	0.484128179304501	5.34916670342694	0.0195313596184147	1
HIST1H2BD	0.323423273406556	4.7254558298003	0.0198596962639187	1
HIST1H2BG	0.807223237160106	1.15266519737663	0.0201853630986434	1
PMAIP1	0.371020962291558	5.47431877904215	0.0205905447896442	1
DUS4L	0.423696639640249	3.26526813081379	0.0206526648910948	1
TSR2	-0.349268121519576	5.55862149201472	0.0206968941787093	1
ANKRD39	-0.572423396456303	2.95206739088094	0.0216441612964715	1
PQLC1	-0.32114810430626	5.14496449666048	0.0218541818771095	1
IER3	0.423679196222767	8.67255654393071	0.022040203395917	1
PIM1	0.325216847508977	4.84870818374608	0.0229615110829395	1
METRN	-0.521352349240033	4.31726901304736	0.0232409214125175	1
BCAR3	0.402437819412035	4.02671207889768	0.0239589471357065	1
CCDC174	0.346995204723468	4.2614501217942	0.0242870318434767	1
CLK4	0.356945022704396	4.26021814136892	0.0243923047913631	1
OGG1	-0.311738281899534	4.2129751698558	0.0250961077734669	1
SGCB	-0.32760884484531	3.98669391488194	0.0252749396679914	1
PML	0.410207043930949	6.11972260047512	0.025298195726006	1
RHOBTB1	0.312193257724508	4.90462432634242	0.0253593829289873	1
BBS2	0.307888516701583	4.56577016624449	0.0253903737464794	1
YIPF2	-0.318495004556029	5.69948430939036	0.0255603038396361	1
EPC1	0.431799497838184	4.96708181527422	0.0263794614094189	1
SNX15	0.301234991946954	4.6337710287061	0.026551616695335	1
MARC1	-0.319562178042835	4.52098773010739	0.0265720280650415	1
C19orf66	0.345596334352514	5.02696678335988	0.0267514210111241	1
DUSP10	0.39088750566794	4.8064646741595	0.0269325075684322	1
RNF103	0.331840475837525	5.12809880070201	0.027199159760215	1
GBP2	0.436425571709789	5.66553745290395	0.0272595229363814	1
CCDC64B	-0.32589484649152	4.93579558347469	0.0278107623541488	1
HNF1B	0.309600050516335	6.68389322980317	0.0282245246017494	1
UIMC1	0.317700697535595	5.5966096179757	0.0282362363609407	1
TAP1	0.418748763732522	6.83847832757594	0.0283557759549006	1
PLPP3	0.475717514161572	3.22530441344318	0.0283917730780724	1
RIPK2	0.316501651310685	5.6196054599881	0.0285013913923352	1
PHLDA3	-0.386531896743114	5.74868632008877	0.0285898317534679	1
RRM2	-0.328465434471571	7.12799853580995	0.0286911994686581	1
LRRC24	-0.370973370813839	4.09600621947625	0.0287042092901519	1
NFIL3	0.371373412375256	3.6180614346922	0.0288377373910482	1
TBC1D22B	0.376171168281835	4.54317134050366	0.0294476603383929	1
ISCA2	-0.358804294688657	4.8283459362395	0.0301103761813227	1
ADGRF2	0.405489734705557	4.16593287551248	0.0302800749260974	1
TMEM160	-0.719872833400213	5.9513745266816	0.0306100229216439	1
CDC45	-0.289925850499867	4.99452625587458	0.0308339808840765	1
PARP14	0.416355110125528	6.2235118842595	0.0314748104104472	1
ZNFX1	0.542617481417937	7.32244509418602	0.0314987142413128	1
ZC3H12A	0.33687889458393	5.5098767411931	0.0315057097496376	1
CX3CL1	0.601498106997642	3.68883464903636	0.0316320511272849	1
HARBI1	0.480383141508442	2.62859393687757	0.0317809782353901	1
PNMT	-0.556080738199764	2.13167869924553	0.0320497001737264	1
ZNF627	0.370046791507355	3.97993751473163	0.0323794333205431	1
E2F1	-0.316546341004243	5.97188573596373	0.0325039445750338	1
EXOSC5	-0.341290740182461	5.99408578053699	0.0325666119183971	1
C17orf89	-0.782785929604605	5.53239797063	0.032825800166078	1
PACSIN3	-0.296180623594926	5.36701435847659	0.0332611027034227	1
PNRC1	0.400844643678512	5.24661373937869	0.0336035529673513	1
CDC7	-0.282676687899557	4.30852507627483	0.0337384519803941	1
TMEM161A	-0.298577463478515	4.70658442964836	0.03413515595012	1
DNPH1	-0.462272516750074	6.15584640782682	0.0341647805568698	1
HSPBP1	-0.362125270192118	7.02571877497186	0.0344025745371263	1
OPTN	0.38284532927882	5.71858079791886	0.034658323888416	1
C3	0.466058061917087	5.35919818966276	0.0351512988861421	1
PPP1R35	-0.418462980365848	4.441310171756	0.0358660373625876	1
LSM7	-0.46469221941924	6.31817813016898	0.0359069587361021	1
CDC42EP2	0.284374696720229	5.82250259116816	0.0364183178623953	1
NR2F6	-0.344325838450846	5.55285868462651	0.0366617593531195	1
CD274	0.575964078312554	3.58750984830289	0.0372412637702199	1
FAH	-0.30953501296653	4.10481072427478	0.037264175233537	1
SQSTM1	0.326437350280837	9.73682504408967	0.0373574969441084	1
RND1	0.540108034308823	2.14648339467789	0.0376970787707988	1
KLHL24	0.325035033398924	4.62990336402609	0.037711376002496	1
ARHGAP11A	-0.314793460939245	4.71642126089159	0.0377858334001121	1
B3GNT5	0.294164327722522	6.04648089325306	0.0378156182158669	1
ACYP1	-0.523142190128064	3.45318933880198	0.0378864042924654	1
ELF3	0.352869423450532	8.39275620620695	0.037899868942422	1
TYMSOS	-0.621186400301119	2.10573332391512	0.0395858333435165	1
GCLM	-0.296581528372416	4.55942194126195	0.0396449438289107	1
PDGFB	0.378599944662468	6.51215102749285	0.0396737460624283	1
SPRY2	0.405285386463063	3.96182413876146	0.0399543899572288	1
HIST1H2AD	0.918087832316303	0.190899204410774	0.0400080817663157	1
PITX1	-0.470040163474192	3.39912798308627	0.0402366658741034	1
TSC22D2	0.431780756645708	5.8042590712166	0.0408699079233053	1
WDR34	-0.307811947039059	6.33622549435319	0.0411309463542124	1
TDRD7	0.349010137318385	4.70187617360517	0.0416814094158536	1
TMEM64	-0.306511181690743	5.18079891327684	0.0417467158429767	1
CDC42EP5	-0.509931438980126	2.96914885311462	0.0423043901624958	1
MIR6805	-2.29789989234271	-1.49920351423884	0.0427006142897106	1
C1orf122	-0.370433153975833	5.80690658747947	0.0442179740888021	1
SMAD1	0.336093662288324	3.43454731068537	0.0443101623663689	1
SP100	0.329158798591035	6.49904993989262	0.0444842166367393	1
ZNF280D	0.339365558220737	4.75252452118579	0.045094562663	1
KLC3	-0.309929027667812	4.09800977858999	0.0451072220014336	1
SPATA2L	-0.313158220613201	4.50978931745995	0.0451867143730625	1
DNLZ	-0.639713108011553	3.81676805981245	0.0458088140700954	1
MIR762HG	-0.510603990253152	2.72534310368506	0.0462065804420536	1
FUCA2	-0.257437911165896	5.37279998532052	0.046397727842626	1
TIPIN	-0.395737322121016	4.40145568176722	0.0468144800021584	1
TFB1M	0.307386278103801	4.07028936096407	0.0468225060370718	1
PRNP	-0.337946905249257	4.09723643586011	0.047303112521827	1
LRPAP1	-0.267220451667943	6.19068724675283	0.0477541868482449	1
PIGX	-0.33511106600038	4.69560020834648	0.04864544399712	1
CHD2	0.311374998910222	6.82938885511527	0.0489870148793878	1
DAPP1	0.309526230588901	4.37789404050979	0.0493172367852094	1
ASF1B	-0.281387418666201	5.56284143232771	0.0496758659199675	1
FAM195B	-0.357018881548295	5.40510306408067	0.0498896594495947	1
NEDD4	0.404723435798245	5.5752974246673	0.0503194024981978	1
PTPRH	0.376157787878411	3.91229409038978	0.0503716235662721	1
MIR147B	0.704886619176053	2.19317538125469	0.0512004609438767	1
DENND5A	0.306074087044163	5.59093712576571	0.0512615374448257	1
PRPS2	-0.264650619768632	6.41077628191553	0.0520544260275165	1
HES1	0.418695651063351	6.86137904394255	0.0522579157540571	1
SIVA1	-0.489607722507307	6.82061913434882	0.0526903468818587	1
METTL3	-0.252796648625384	4.980540294187	0.0533161628264911	1
STYX	-0.273582397896472	4.76305666230622	0.0543138037920892	1
NEK11	0.27098341101303	4.51447309149908	0.0544474434617511	1
ITPKC	0.352813681672935	5.51329189653668	0.054919251850333	1
TRIM14	0.327089823552361	4.52625754644997	0.0549672230475758	1
MEX3D	-0.307657745392052	5.43074830663002	0.0553306403453479	1
PRAF2	0.34857948362689	3.75614523158163	0.0553437582553292	1
STK32C	-0.277102973932899	4.13373519446925	0.0555743118266352	1
LRRC45	-0.303155915963585	5.09364025093088	0.0556316595656799	1
MCM8	-0.288106758181574	4.01052338421048	0.0557846787696036	1
NUDT19	-0.460866536106693	3.56020254037434	0.056099063743451	1
INAFM2	-0.302468648115305	4.07451854505894	0.0561970293459818	1
TMEM140	0.271396501240999	5.18537440906263	0.0563969245174087	1
CREBBP	0.360887154602625	5.68180511219084	0.0566611828465774	1
FAM173A	-0.522434450183712	4.93985052261794	0.0566659998376855	1
DIO3	0.359366884979813	4.15693897320799	0.0567000380608201	1
COQ4	-0.303789925873324	3.8900298284174	0.0568775251852264	1
CCNE2	-0.314819281481895	3.62219054094689	0.0572188337749472	1
STRA13	-0.347539700512056	6.20757711754622	0.0576143949072874	1
MZT2B	-0.554261502901325	8.30178994992358	0.0577285236720362	1
VASN	0.256419143904743	4.84845007167091	0.0578143484544464	1
CCNL1	0.319352868870959	7.39259324580704	0.0578487008474771	1
SPC25	-0.292532533370228	6.19129626759944	0.0580610972994527	1
C19orf24	-0.452760097838795	4.86804021700173	0.0582613640668554	1
LOC100419583	0.303526812008477	4.36653605606351	0.0584149646777878	1
CDKN2A	-0.399494673736211	9.37997203200493	0.0588648980986545	1
OAF	-0.312090823044241	3.35865539128562	0.0590305624541987	1
ZNF217	0.313052222732327	6.45215728109925	0.0594833848676347	1
VRK3	0.262588452981514	5.09583181602452	0.0594995346923526	1
ING4	0.259195706159328	4.528188939872	0.0595593070527046	1
ALDH16A1	-0.255081119763203	5.34917807257673	0.059851554958742	1
THEM6	-0.326425944576022	6.80369726632447	0.0598792263179471	1
PRKCDBP	-0.29177283118058	6.16445518384071	0.059914923864729	1
RPRD2	0.347045554093188	5.07137219901534	0.0603370072998539	1
NEURL3	0.304411555754976	4.81822354877183	0.0603621134258502	1
MNX1	-0.362873505105186	3.83497002464914	0.0603686071823215	1
BRE	0.267056433916662	4.84035404750125	0.0607088975677232	1
RFC2	-0.252343098969747	4.94104003696019	0.0608459093843411	1
RRP9	-0.293734410065581	5.99779437814475	0.0610137138018153	1
TBK1	0.351452878575432	5.37672970870269	0.0612368118577282	1
ZNF446	0.297724777586877	3.53025081437159	0.0615543617420262	1
TPI1P2	-0.283941936321987	3.78188584145112	0.0616155582512077	1
MYDGF	-0.32480480081225	6.47204563354126	0.0616699534011419	1
C3orf52	0.302720515306789	4.2355660489309	0.061861767027467	1
MZT2A	-0.517664820785232	7.23772861580293	0.0619236722261129	1
ESCO2	-0.283563428737378	4.38680740399099	0.0620350495518497	1
CXCL8	0.372975555047829	8.09434287278771	0.0621470838273123	1
KMT2E	0.373321344879943	4.96664998857391	0.0630578977595523	1
ZNF428	-0.316023810061595	5.16848863362333	0.0634582291367337	1
CD320	-0.316354469424096	5.93779785339067	0.0634947701567538	1
NBL1	-0.272528263145712	6.11187893670242	0.0636996118709591	1
MINOS1-NBL1	-0.273274235605696	6.12849159784695	0.0647889182201524	1
C20orf24	-0.321964785774867	8.17786202414169	0.0649780229741607	1
MIR922	-1.75161601025829	-1.4651513981755	0.0650571302821241	1
HERC6	0.36626593594939	4.27891251643844	0.0659515929281775	1
ACOX3	0.340331464749739	3.52288545993591	0.0660364024913419	1
EPN3	-0.255541358555782	4.42366707777506	0.066095885454415	1
CYLD	0.281775352715248	4.59659442931916	0.0665853474533565	1
CPT1B	0.282493045367268	5.04334210986414	0.066877789180539	1
CNOT4	0.371414560239108	4.30423147526388	0.0669012660403426	1
HDAC8	-0.245030059866677	5.03562275322878	0.0673822834803	1
PGAM5	-0.250418006334033	6.35334547473803	0.0673865580709684	1
CYBA	-0.423129839304258	9.29404149121669	0.06768989884253	1
FAM195A	-0.475688331721018	5.14306446551032	0.0697125266403709	1
PDXP	-0.272631402004313	4.42378969673526	0.0697653175633068	1
SMIM8	-0.329450270897773	3.39645826530369	0.0701626686779734	1
PKMYT1	-0.249626606271956	5.79191412098897	0.0702922270537949	1
DNMBP	0.256691877761866	5.0126443828875	0.0707236381083684	1
C1orf159	-0.28647645399582	3.6852037727457	0.071543756711442	1
CGREF1	-0.284289024193953	3.45328748558704	0.0715554264494481	1
KIAA0101	-0.369814280923854	6.47553966282619	0.0724064089121871	1
CITED4	-0.329359199359588	4.91265451266271	0.0727798724104103	1
C8orf82	-0.291036019335819	5.49665708449212	0.0729568075269269	1
ARID4A	0.259411335155643	4.84862996049795	0.0732519140371617	1
MCM4	-0.242535636988599	6.32732202247394	0.0735366917003722	1
FAM98C	-0.262551096933135	4.24566405103564	0.0740004657964137	1
CSN3	0.306941455403219	8.18978802974142	0.074266682552157	1
OAS3	0.58172583845095	7.09124467173752	0.0745137644912845	1
PPIAL4G	-0.285211971605777	6.88474533811207	0.0745718644378187	1
KLF4	0.381506788176695	3.52981411629346	0.07479797348444	1
SOX4	0.277401691601979	7.70474772763275	0.0751807971692509	1
CCNDBP1	0.28683844292639	4.39798378434122	0.0753406511579736	1
MUC5AC	0.470419100150648	7.42051246045525	0.0754180868870476	1
HIST1H4E	0.958964125938131	0.176164365735477	0.0754963403883405	1
TRIM25	0.314492717639998	6.94736112720077	0.0755892520006212	1
ZFP36L1	0.267822390806904	6.91105136268702	0.075670311224752	1
IL1RN	0.263585624945726	4.46404724740507	0.0757688016101597	1
MIR4657	1.45903516628537	-1.13132879288244	0.0758180627233724	1
RNF19B	0.30340608717428	4.66393542657037	0.0759474198255434	1
PA2G4P4	-0.280528315919423	4.01630650380339	0.0761625750194521	1
AURKAIP1	-0.444034493693069	7.02768357267062	0.0767368760250391	1
LOC102723729	-0.484083289802546	1.40923695190241	0.0767410381061858	1
COBLL1	0.2577458409212	5.02996168688261	0.077025105542915	1
PIN1	-0.277157904572771	5.80372871428802	0.0772415452159054	1
MACROD1	-0.29245932935245	5.79628174838417	0.0777695736532936	1
COPS6	-0.249848400930174	6.62166826851544	0.0780063758663258	1
ENDOG	-0.311248136127127	4.3119027803241	0.0780332516283294	1
SAC3D1	-0.301929784562673	4.46296310103381	0.0780831262858223	1
UBA7	0.548376027940408	2.82763589026616	0.0780995151561415	1
FRMD4B	0.307943758646721	4.43605419648765	0.0781653403837424	1
ZNF227	0.246080765409681	4.58363344990207	0.0784284251144616	1
SPRYD3	-0.26400168064427	4.26596717380003	0.0786169210887978	1
C14orf80	-0.284831162555857	5.11177161775983	0.0786826588121534	1
RAC3	-0.353662944754493	3.41058772522434	0.0788120280926646	1
ATMIN	0.24962117174294	5.92632829317524	0.0789050805665874	1
ARNTL	0.306420357663438	3.2185107978566	0.0792922958652096	1
ZNF292	0.271993075281304	5.3215763453908	0.0793896805552704	1
UBE2S	-0.433913229658068	7.7806421020192	0.0794689809699956	1
R3HDM2	0.261440699398235	4.21540458064937	0.079605528087835	1
PSMG4	-0.413358483313099	3.6791303307355	0.0799246976853515	1
KMT2C	0.289079234544418	5.68183674371281	0.0801678758136771	1
TNFRSF11B	0.327558170661503	5.25703251731738	0.0806044097575378	1
SLC39A3	-0.261153899741551	4.91885925227928	0.0808127902952528	1
AMOTL2	0.381014296106905	6.96124786659615	0.0810705271521847	1
PHGDH	-0.241758377212867	6.29044849156939	0.0812629136956131	1
TRMT61A	-0.246461128815648	5.7252526969819	0.0815553792532842	1
ZNF444	-0.284216018904895	5.96343550316133	0.081633609148282	1
HIST1H4H	0.73681145032206	0.553059414507896	0.0816632935303728	1
STAM	0.242395382542578	4.36280760208353	0.0818993720819296	1
MIR6723	0.297100568555336	6.97400145782494	0.0821943639392926	1
FILIP1L	0.322569242623906	3.7599597407848	0.0822329041332835	1
