gene	logFC_DE_Calu3_S1.24h_mock.24h	logCPM	PValue	FDR
ZFP36	2.80158391261492	5.98810623011272	1.26387997870568e-213	1.97598112287233e-211
TRAF1	5.17089860816282	2.76268565297197	1.04209750480429e-211	1.60722416517992e-209
PML	1.92728760655847	6.41662231970075	4.05221370969347e-210	6.16638867583087e-208
KLF6	2.47912760558151	8.19861446922746	6.75056177794079e-209	1.01373896804787e-206
ISG15	2.74845070277712	6.76259783328611	6.88782897860398e-209	1.02091937834815e-206
HSPA7	6.66069355086316	1.8942719660758	7.05536950237492e-209	1.0323452837257e-206
BATF2	4.20280098242487	3.34837659823385	2.94032391236751e-208	4.2478375711203e-206
NCOA7	2.29907056520777	6.46494947292152	4.93393774039571e-205	7.03887892889202e-203
SP100	1.72165403531525	6.41686806064365	1.28289029965783e-203	1.80760827036973e-201
EPSTI1	3.50967584115243	4.30480108144798	1.98298512276666e-202	2.7599767324556e-200
CSRNP1	3.41601857959433	5.61516922555419	1.20849976082549e-199	1.66175997232546e-197
PMAIP1	3.13043877202614	5.70133850705528	2.59813024904882e-198	3.53005482528502e-196
TIPARP	2.70726158925076	7.71258619853733	4.834605012422e-198	6.49145258903203e-196
BIRC3	1.99437493049333	6.82462137215071	5.9239723232598e-197	7.86166234015861e-195
DHX58	4.01557550936448	3.84344436770668	9.01166527972506e-195	1.18218546939658e-192
MX1	3.06484667588771	8.51987395985132	2.81233369407447e-194	3.64740505118999e-192
CCL5	7.06421966452574	5.14638485356072	7.21546637155621e-194	9.25282221332258e-192
EIF2AK2	1.73277951580835	6.67982859061167	1.45241398662132e-192	1.84182231436768e-190
PTX3	5.51658229283549	4.0081890472026	1.83113672526556e-192	2.29656741158855e-190
MB21D2	3.09576267939118	5.00638389555945	5.97547351833625e-192	7.41283470269257e-190
DDX60	2.44708394603921	6.13862546183032	3.27333124622046e-187	4.01704618420582e-185
N4BP1	1.81874525956359	5.89291684494385	9.13180910010325e-185	1.10873763041998e-182
NFKB1	1.69967433711	6.19062545699857	8.33619649666479e-184	1.00148432227827e-181
IFI16	2.97262848365277	5.76747217779532	1.53493587494594e-183	1.82481491049563e-181
EGR1	2.48971455501709	7.12243888297951	2.66748321892454e-183	3.13855525542122e-181
DDX60L	2.93493881061692	6.25107721784984	4.91238249132178e-182	5.72092054831178e-180
RASGEF1B	2.92728605248058	3.09780628907709	3.05112310345777e-179	3.51742100805693e-177
CXCL8	2.16736239252039	7.83693003511235	6.81936223291756e-176	7.78293811642881e-174
PARP9	1.65943829823991	6.82201766692124	7.1512969469135e-176	8.08096555001225e-174
PLEKHA4	1.8592387628074	5.96952388836875	5.6089930173672e-174	6.27602326541293e-172
ADAR	1.2482356873052	8.88675907620959	8.53005054676426e-174	9.45179290196315e-172
ANKRD33B	2.64701098953836	5.96329694257996	2.45287239894239e-172	2.69179160472399e-170
SP110	2.12696818515351	5.74085801880446	7.47922537700793e-170	8.12956183121824e-168
PTGER4	2.45513533012852	4.90341379378365	4.94258478159052e-169	5.32167170870685e-167
PELI1	2.20872769406178	6.10449794761863	8.57390503517299e-169	9.14523160433919e-167
PSMB9	2.25344918793887	6.04616033805639	6.19454324731232e-168	6.54614093347921e-166
IFITM1	3.03008394933074	6.15812770096915	5.38363661952768e-165	5.63701327877701e-163
INHBA	3.04306719015021	4.75055980928788	3.40807723790052e-160	3.53603504692351e-158
BRD2	1.3371807280693	8.54064563433873	8.99508695923104e-160	9.24873220411746e-158
FOS	3.47699261769871	4.25159280157352	1.31939021501131e-159	1.34448218963608e-157
TAP2	1.69574076531336	8.26384841544026	3.08369884579296e-159	3.11453583425089e-157
PPP1R15B	1.73633922413683	6.60102956384964	8.79290043293232e-159	8.80292742465409e-157
PRKD2	1.75848075462689	6.25247991643363	1.045179892107e-158	1.03727287901019e-156
SLFN5	2.24630716935824	5.85346484952485	1.54179192752596e-158	1.51693717834946e-156
CCNL1	1.78894527160522	7.2259696162459	2.06778743933245e-155	2.0170647901796e-153
IFI35	2.55737409615726	6.13700191901583	8.78217603008992e-155	8.49415042639121e-153
HDAC9	1.52831873177195	6.65362108968137	1.04967803801567e-154	1.00672062587167e-152
MT2A	3.65289373530885	4.78611262995098	4.52076658089522e-152	4.29962574897976e-150
SBNO2	1.66126535437913	6.23147314100749	1.26278421261632e-150	1.19108729079257e-148
CXCL1	1.95174050130618	6.07114968065354	1.32948900548269e-150	1.24372606717819e-148
CX3CL1	3.16878891718549	4.59353529474619	6.00586993762465e-150	5.57276370716343e-148
IFITM3	2.23052897762409	6.9529861901518	1.54691385618022e-149	1.42378450327298e-147
JAK2	2.68253503099167	3.50168911994068	1.59086026983328e-149	1.45251906076858e-147
IFI44	2.28324734545303	6.31051827268684	1.12682261671658e-148	1.02066877179256e-146
MAP3K8	3.89294051515702	4.06220062807838	1.37395747645882e-148	1.23472257313579e-146
OTUD1	4.10344993613368	3.83261124276738	1.97375856531647e-147	1.75988332077788e-145
C19orf66	2.09615482418451	4.49612171131777	1.06834720386459e-146	9.45197413775704e-145
SOD2	1.90048344436434	7.33248770691559	1.79237239465595e-146	1.57356508770834e-144
SAMD9	2.27589328621409	8.75291661670697	2.09266592002636e-146	1.82317527826418e-144
HLA-F	2.36671057619619	4.52516481120841	8.71907663004719e-144	7.53869860444913e-142
DAPP1	2.4542448376454	3.93440678883981	1.07984124139558e-142	9.26633690830656e-141
NOCT	3.47629335759283	4.35144917032748	3.54602101228678e-142	3.02020431442007e-140
IFI27	2.8623798590803	5.0386603195368	8.0543094912102e-141	6.80917290542089e-139
NFKB2	1.94415679142488	6.45725827358544	5.78159836830107e-140	4.85186633657501e-138
MXD1	3.29714503604982	4.63724232464174	7.22202341571317e-139	6.01641994478354e-137
CSF1	3.00939378391686	3.58534813940054	1.28159185866132e-137	1.05991361470301e-135
ICAM1	2.20896948861314	6.24806797588572	2.05785365643553e-137	1.68966070366178e-135
ZC3H12A	3.15611765652731	5.2754053221417	4.82073810036052e-137	3.92993456710105e-135
HCP5	2.6372958276935	3.46827875496633	3.02890720251478e-136	2.45169630512774e-134
RASGRP3	3.93675339299724	3.32743505178436	3.16818718415138e-135	2.54637467131829e-133
SLC12A7	1.3291575967556	6.66222224153457	1.14815955273833e-134	9.1635978848969e-133
TNFAIP2	2.5422587286445	6.58612668316162	1.21902697130183e-134	9.66163529407487e-133
TNF	8.1239385071615	2.81622456911278	2.31055950620347e-134	1.81864935477932e-132
UBE2L6	2.50558247521233	5.90141513869799	1.58806088776723e-133	1.24140677480051e-131
HSH2D	2.47932521017347	4.00325485988567	1.4672579003684e-131	1.13917104876902e-129
HERC6	2.16005192153338	5.36336076684539	2.47164389726648e-131	1.90600485131773e-129
DNAJB4	3.08092401092858	4.74393839273705	6.23095916250769e-131	4.77274744440941e-129
CYLD	2.74861821455021	5.11839723419185	1.06186933416331e-130	8.07940980720389e-129
IDO1	4.02016952361852	4.19074087608984	3.19517775917532e-129	2.41500422287867e-127
PIM3	2.40101485785521	6.96850508621464	7.88020965548527e-129	5.91689689460878e-127
IRAK2	2.34839681683856	5.58794393270623	2.46293225910112e-128	1.83721868451771e-126
LOC100419583	1.96229877561481	4.05019078573052	1.40087097559673e-127	1.0381909379536e-125
PER1	3.78290039809073	3.9277537036724	2.90407872998579e-127	2.13833874485986e-125
EFNA1	2.22482503157446	4.26189419199083	3.22156135040368e-127	2.35690254436905e-125
TRIM25	1.11072125935773	7.36837532148044	1.2255310635837e-126	8.90890829852278e-125
AMOTL2	1.59073431509975	7.49173098165665	4.17920195739154e-126	3.01881214808289e-124
HSPA1B	1.22194320225298	10.8555313125646	1.59212290038939e-125	1.14282381522919e-123
FOSB	3.6685651284819	3.07254210555454	4.65420801554146e-125	3.31990475508592e-123
TRIM21	2.00345110238583	5.18471705363536	5.25710778159136e-124	3.72666901312436e-122
RTP4	3.33728029496196	3.12660566591676	2.18611043039387e-123	1.54012829272131e-121
HIVEP2	2.38874443643793	5.79859599413722	1.62515339570456e-122	1.13790648498013e-120
NEDD4	2.16459009489312	6.84257257709936	7.22941755852782e-121	5.03105747533403e-119
ABL2	1.87531733469449	6.39953843612095	1.09117962959585e-119	7.54765643186512e-118
PLAUR	2.16348146977702	5.65152683892831	1.42827458310884e-119	9.81981796206094e-118
EREG	1.27039441844613	9.3515187174959	8.49427246195817e-119	5.80509770109752e-117
C3	1.33524662606793	6.44990380847327	1.47823779683132e-118	1.00423380804976e-116
CPEB4	2.09038771247039	5.36077554024781	2.12170401965385e-118	1.43284070865736e-116
KIF20A	-1.00705716460478	6.51650294889088	7.27656623772043e-118	4.88514414535902e-116
NAMPT	1.14488923506191	8.19029143305271	1.88261359006222e-117	1.25650695341404e-115
WARS	1.42797090420517	7.64318929162583	6.76251769855844e-117	4.48724502870043e-115
LGALS9	2.34146830693611	5.54233787133461	6.46877342370613e-116	4.26752087195134e-114
NMI	1.84598394421694	5.27270065097853	1.41657882220687e-115	9.29161729761324e-114
LAP3	1.70819841398562	7.45779531500177	4.97050168390302e-115	3.24161918390773e-113
CH25H	8.53738673488354	2.71298168495429	1.06138113708827e-114	6.88269483953885e-113
OPTN	1.95135940170229	6.19598856091191	1.10770557022031e-113	7.14251054967482e-112
IFI44L	2.13977897208893	6.29488276139902	6.98702945384722e-113	4.47994197509878e-111
DUSP8	3.20009097030976	4.71016366984197	9.73245504399326e-113	6.20539158754721e-111
NFKBIZ	2.31138994183858	6.80594233574804	1.41853913152411e-112	8.99432617115814e-111
BMP2	3.15613386962667	4.74978987802705	1.44007483117549e-112	9.08042765094246e-111
LOC100294362	2.51147672765551	3.60721040109073	1.87439948375319e-112	1.17541325868545e-110
DUOX1	4.21207348070178	1.74980884279427	2.18829899377996e-112	1.36475718120277e-110
TLDC2	2.80766500071339	3.61204768775391	4.06342966834213e-112	2.52043058721678e-110
BBC3	4.02749182659929	3.50660720941783	2.19101701657274e-111	1.35167984919701e-109
ZNF697	2.53608468300706	4.02139066631328	2.51209043809443e-110	1.54142409515977e-108
CXCL3	2.62317238792251	4.46223830306149	3.38506822606856e-110	2.06597773604922e-108
IL32	2.29607622538246	6.32397606695841	7.58360208342756e-110	4.60381120096589e-108
AHR	1.66553686770388	8.54341722792824	7.94768546880507e-110	4.79930869076573e-108
TNFRSF10B	1.3901258668953	7.48733862703769	1.49094878531284e-108	8.9558939404081e-107
SLC15A3	3.53066590962224	3.5818408520503	1.52931110901448e-108	9.13823439119488e-107
TDRD7	1.91170506229169	5.03894499871975	3.03196587118506e-108	1.80228262957474e-106
KDM6A	1.91860673603853	5.64296950084665	1.11009101150152e-107	6.56449156179627e-106
RIPK2	2.30794935335523	5.6583941306637	8.918420307207e-107	5.24669747248214e-105
FLCN	1.9106815822523	4.8379564497125	1.73611090443422e-106	1.0161145514004e-104
BST2	3.90539566832342	2.42556004840333	2.9157046568743e-106	1.69780292086257e-104
NEURL3	3.06983661550544	4.04422793550777	8.03371263389094e-106	4.65425189292372e-104
TRIM14	1.54158139066183	5.71047258062715	9.6270201777305e-106	5.54915057012314e-104
ARL14	1.3826810527561	5.05719821341978	2.53104069847633e-105	1.45159635636735e-103
IGF2	5.53914301250395	8.78102127978382	3.8638405660767e-104	2.20490061903167e-102
DUSP5	1.77307350731362	5.68763129712778	5.02203561252289e-104	2.85156678834446e-102
ETV7	5.12680132223381	2.58022836399201	1.40971349317967e-102	7.96488123646513e-101
CREB5	3.45538842279164	4.42310132134417	2.84807543532131e-102	1.6012357114937e-100
CMTR1	1.24298685933996	6.27564337937369	1.45096389104292e-101	8.11757396493768e-100
HCG4B	4.733110783464	1.692720979617	2.11731523821595e-101	1.17877652750042e-99
TRIM26	1.18372896445512	6.58262708580288	2.68476541640734e-101	1.48743823774063e-99
HSPA1A	1.19489531911966	10.9203898434674	2.95465930148173e-101	1.62905925641599e-99
HLA-B	1.64356267739025	8.93531448829131	2.02782233159854e-100	1.11267001300645e-98
CCDC117	1.5878865070869	6.04000979219703	1.65458757966045e-99	9.03531485486348e-98
GBP3	1.43491024029452	6.29001055073956	1.27764960914401e-98	6.94372142340978e-97
INS-IGF2	5.61347633697414	8.71022432544053	3.40631038837666e-98	1.84247490343805e-96
XRN1	2.12604087896109	6.37385624474113	2.76750877666099e-97	1.48988573905811e-95
CLK1	1.57435579189109	6.11034608179706	3.6407563727166e-97	1.950795891165e-95
ITPKC	1.87920144080431	5.63850912622319	2.70811607173342e-94	1.44428638909783e-92
PPM1K	2.80770534035881	3.9443711946856	2.89232995185271e-94	1.53535636002302e-92
USP25	1.5346252962943	5.50087706554815	9.81516127730827e-94	5.18613128045922e-92
SQSTM1	1.10083140614729	9.831134513368	1.13759255112025e-93	5.98310773545411e-92
TNFSF10	2.10351347086838	6.35403475423712	1.20830576357158e-93	6.32586866038646e-92
NFKBIE	1.93860489521477	5.82922821651804	2.95643455547697e-93	1.54072089413966e-91
TEP1	1.53406996198505	5.1587546974418	5.61193502349493e-93	2.9113188374158e-91
TBC1D22B	1.7285824185023	4.5556775910177	6.63317305159523e-93	3.42553864424689e-91
B3GNT5	1.55718218716573	5.66749853755161	1.31989417786508e-92	6.78556407746583e-91
ZCCHC2	1.61235344863435	5.45265392699404	2.96479245660394e-92	1.51736216624308e-90
UBA7	2.29440595899819	3.7168707913207	3.26350487874491e-92	1.66278487415695e-90
NUB1	1.37679238866331	6.0001210014675	3.90788257216017e-92	1.98225172426951e-90
MBD1	1.20648896860265	5.72103573295148	2.36861620137674e-90	1.19615118169525e-88
FMR1	1.31580461933551	6.29193352448955	9.63682998238969e-90	4.84516037837064e-88
NKX3-1	3.96662530285024	2.14967593757957	1.68820076183127e-89	8.45062951525451e-88
AREG	0.886634803596416	8.88700361550394	2.65488511501077e-89	1.32315300513615e-87
BAG3	1.63840546336694	5.58170699446552	2.75835083602624e-89	1.36874165615511e-87
IER5	1.71407539496926	5.4838734738271	3.84173723679329e-89	1.89808428932995e-87
ABTB2	1.79508787531473	5.89530764607119	7.68427994737671e-89	3.7802020275608e-87
IFITM2	2.64550730746745	2.92863523406804	8.79938006300192e-89	4.31018560768416e-87
ARL4A	1.45011893345238	5.14167657532409	1.13739819648676e-88	5.54748957970228e-87
TP53BP2	1.4717812386396	6.36959403176524	4.22524814682299e-87	2.05203221700812e-85
PNRC1	1.87068544870901	4.77191580970589	1.50573536201975e-85	7.28176173166587e-84
TNKS2	1.27313684619863	6.27964320667514	1.72138301172775e-85	8.28951236829064e-84
DHX36	0.956688725937938	7.15044676553169	5.70440112309834e-85	2.73547605117317e-83
GPBP1	1.26161498187817	7.04960882385028	1.82484854550549e-84	8.71422445600592e-83
THSD7A	2.49622438342597	5.00168903715118	2.22070709744396e-84	1.056038754297e-82
PTGS2	2.0747366260772	5.83529092872653	4.20101089291817e-84	1.98946627887448e-82
NAV2	2.02781801672756	5.90644968325861	2.89992684565797e-83	1.36763905328489e-81
PPP4R4	5.01177456192407	1.03155513059243	3.06065491542361e-83	1.43750018723167e-81
ELL2	1.33302673806414	6.35905971398723	3.54506780508212e-83	1.65819093686075e-81
TRIM5	1.82761752198023	5.4641962948039	8.19613301685486e-83	3.81805984168835e-81
SCN3A	6.18114481653093	2.57363757995465	1.0588187190762e-82	4.91231627675476e-81
SLC3A2	1.04441594633947	8.92462028191617	2.59870598314353e-82	1.20077050144199e-80
WHAMM	1.78899828762777	4.32322928529175	4.14954969487711e-82	1.90962946240453e-80
TRIB1	1.43378182884439	6.2167045154439	6.76825957761839e-82	3.10225488190196e-80
KLF10	1.50234379516436	6.03066775316258	1.28719709950362e-81	5.8763121986539e-80
MYD88	1.29351118816714	6.07318752320405	1.30845819215183e-81	5.94957503865691e-80
RSRC2	1.36776014240688	6.59745944740716	1.40494402079731e-81	6.36294686879353e-80
SEMA3A	1.65674979880569	5.80560126251329	1.51494747015241e-81	6.83402983274682e-80
COL7A1	2.81009764091984	5.25381103489358	1.57622696889025e-81	7.08247180942696e-80
FSTL3	2.15018971799581	4.70936837089525	3.52897010565317e-81	1.57945630650273e-79
HLA-E	1.14538624602208	8.12351575147063	5.09264743912523e-81	2.27040567276314e-79
MAFG	1.1468542536809	6.07282403232333	8.30027436566054e-81	3.68603234767641e-79
ZNF627	2.14756422166957	3.9606057460873	5.99930695109482e-80	2.65387946638935e-78
TSPAN8	-1.10080579403273	6.69983539376277	5.95999499407454e-79	2.62630976321902e-77
CPEB2	3.08849734086098	3.93668846539059	6.44579379794463e-78	2.82945556215162e-76
OGFR	1.53968713132377	7.51044294576298	1.09691373621238e-77	4.79658102352179e-76
SERTAD2	1.86440911304493	6.0010300289986	1.26542598895482e-77	5.51233084425244e-76
UGCG	1.10661159306932	7.03948931234881	1.77082483174724e-77	7.68457178887119e-76
ITGAM	3.1917523953251	1.6463156035075	4.15683842895875e-77	1.79704534051918e-75
FOXO3	1.1341902291118	6.64740819470471	7.23349709568497e-77	3.11531706992651e-75
SYNPO	2.45104577751699	4.60556568222009	1.3255510256506e-76	5.68741122396626e-75
TLK2	1.44606698068835	5.61113958711351	4.40701859939309e-76	1.88379413014507e-74
RNF19B	1.64211709509434	4.97980977375868	5.05323881717323e-76	2.1519632321044e-74
PARD6B	1.70815477142357	6.13037625880625	5.87240249870768e-76	2.49151411590151e-74
SERPINB9	1.71362433614397	4.27093419991243	6.50144996053181e-76	2.74818697776109e-74
EGR2	4.80066107651832	1.56270680913355	1.21744192153728e-75	5.12718252786163e-74
SPRY2	2.08105249406623	4.89702758344864	1.45428847020193e-75	6.10213026118185e-74
TNIP1	1.00151803015733	7.94929502907477	1.89406884534504e-75	7.9183178505212e-74
DNAJA4	1.68743838793137	4.72789736324204	3.46826005218368e-75	1.44464423268512e-73
PIM1	1.79494118260654	4.72272398704686	3.61868943163013e-75	1.50182190847981e-73
TRIM56	1.35031847843646	6.20930078812525	4.38340580692848e-75	1.81260182878532e-73
SP140L	1.45883535358088	5.25106341137309	6.61928780739375e-74	2.72728995472147e-72
SLC25A25	1.82447488920062	5.29596209274257	7.77879778500857e-74	3.19350428490298e-72
STYK1	2.14604180760857	3.01261610053564	1.49810893896882e-73	6.12828577793949e-72
JUNB	1.63332565779916	7.02887167987239	1.57158862562983e-73	6.40590749439759e-72
EHD4	1.10488308250194	6.75137015037434	1.90386467327701e-73	7.73267171391835e-72
RAB24	1.52085365534704	5.43492052177445	1.95699269500055e-73	7.92026866242599e-72
LIF	0.980568776555686	7.08501596631713	2.0211595539885e-73	8.15105794688014e-72
TPM1	-0.804912422854341	8.62907975421366	2.63337733060647e-73	1.058265333599e-71
IRF9	1.54669075940181	5.16280519151797	7.68519257591282e-73	3.07758255680327e-71
SMURF1	1.13158236711659	6.21229611928067	3.33220103000617e-72	1.3297346278133e-70
ZBP1	5.56222055529429	1.63813745791769	3.45867003452654e-72	1.37539376669168e-70
BRPF3	1.0111467011584	6.49041271891695	5.27941408840921e-72	2.09215114552133e-70
MOV10	1.1457865941776	6.08161509158649	5.88212725762111e-72	2.32293143222248e-70
ZNF217	1.67311930832427	6.68245548487429	5.92273489948668e-72	2.32639609060218e-70
GPCPD1	2.48444573230669	4.24921517530107	5.9316679432685e-72	2.32639609060218e-70
THEMIS2	3.13703397407915	2.24844884922154	6.93501909069143e-72	2.71059496171443e-70
PIK3AP1	0.844812087133495	7.08437883864101	7.30927176435384e-72	2.84712350329592e-70
DUSP16	1.66192862323071	6.35059386156972	7.54273239726373e-72	2.92806819217588e-70
TICAM1	2.08317660484225	4.16923933522813	1.76800970020311e-71	6.84009990115869e-70
BCL3	2.60547976820226	4.73153786047327	2.05063445770464e-71	7.90671995465644e-70
TFRC	-1.14439949506495	9.5075125230353	4.66132922507937e-71	1.79123738874851e-69
FRS2	1.34198676360763	5.2710504233677	5.58146688703023e-71	2.13762689871396e-69
CYP1B1	1.52073659692905	6.37039072473663	7.44917830086992e-71	2.84339371062971e-69
TRA2A	1.1178264687969	6.49511297781834	1.58102918023596e-70	6.01476201134434e-69
DUSP10	2.05299257781933	4.04244898568266	1.96074475139534e-70	7.43454479989201e-69
PTP4A1	0.966634700582372	7.90664077720518	2.422033006371e-70	9.15319957010339e-69
FST	2.16340034438524	3.44094171663476	3.07639727995222e-70	1.158776308782e-68
ATAD2B	1.69135681509335	4.88513023971358	3.81560776283271e-70	1.43248458543453e-68
ZNF503	1.96991985920968	4.59755705231832	6.81866433010535e-70	2.55152183604893e-68
CHD2	1.71112664017342	7.2322427870931	7.60266639305052e-70	2.83559580208776e-68
FAM53C	1.147896137318	6.28834593227961	9.86449077140785e-70	3.66721280697322e-68
APOL2	1.20450860102371	6.46517561712972	1.01165881475083e-69	3.74872144569844e-68
TM4SF4	-0.892535640098619	6.90046990162499	1.12692580329611e-69	4.16233145405128e-68
FLRT3	2.39917045115649	6.32443928216219	1.190707748703e-69	4.38372501159593e-68
EPC1	1.78028045089454	5.17089496875658	2.49974335817041e-69	9.17349548128581e-68
REL	2.9199193078936	4.92492801920883	3.71213566988418e-69	1.35790398719193e-67
ZC3H12C	2.12173538118212	4.7964383483144	7.98496078609925e-69	2.9115769153914e-67
HLA-C	1.11633142001708	9.61665478431248	1.10304623553975e-68	4.00925690643796e-67
ZNF292	1.9807652612613	6.31290361940947	1.24333948382694e-68	4.504836040926e-67
TGIF2	1.32489262005432	5.17543050360162	1.70498140450776e-68	6.15789644609084e-67
ZBTB43	1.84293744380501	4.1218310519948	1.91102817195103e-68	6.88030426702749e-67
ERBB2	-0.484850514754006	11.2515194540802	3.02877212186456e-68	1.08702440964906e-66
MCL1	0.767332884217302	8.66829825932027	5.26974575228563e-68	1.88537956961868e-66
IER3	1.32436252844627	7.55269656504579	5.94404209275721e-68	2.11997976264494e-66
NFE2L3	0.892220910519727	7.7392241651544	6.01574782884725e-68	2.13887009254311e-66
IRGQ	1.44300805814586	4.83074647858724	6.48360230211242e-68	2.2980544432922e-66
PLEKHG3	1.41923383699385	6.09369814844353	8.22794707719124e-68	2.90729287900878e-66
HSPA4L	1.56728024963605	5.05917308675858	9.9348339286131e-68	3.49957591442164e-66
KANSL1	1.26112631590598	6.08656170055965	1.00103831625817e-67	3.51533855490909e-66
WTAP	0.927778873645876	6.80901936047151	1.02338380517946e-67	3.58278508236599e-66
TRIM38	1.54654539855306	5.31616153362259	1.33899986827721e-67	4.67339617634488e-66
SPP1	-0.716083404768775	8.5926293356736	1.61415328204824e-67	5.61656445366359e-66
SCD	-0.713516700108912	8.98848344498334	1.63318124641074e-67	5.66550077972211e-66
