gene	logFC_DE_Caco2_S2.24h_mock.24h	logCPM	PValue	FDR
SUCLG1	-0.450500978336006	6.47804000481826	3.60146018931965e-16	2.28352584115028e-14
ZBED1	-0.457634272832187	6.23650561606592	4.24640798198598e-16	2.67758311040917e-14
FGFR2	-0.59028027668747	5.52400014745961	4.43857779023715e-16	2.78337847911959e-14
CADM1	-0.42270833320026	5.56098686257986	4.61712422393349e-16	2.87952124413951e-14
BDP1	0.746251729949717	6.76165309234742	5.75120901007084e-16	3.56731241477927e-14
LCA5	0.759037417035005	5.00155489407778	7.35351749342089e-16	4.53652406229258e-14
VIL1	-0.421600913654011	7.30248191287167	7.48010109793852e-16	4.589806119934e-14
KIAA1462	0.545130263751525	5.71944827842847	7.91129328039262e-16	4.82842728391021e-14
ATP5A1	-0.339905583123768	8.75167705681224	8.20991842260237e-16	4.98403185942345e-14
CAMSAP2	0.576561621996368	6.63721654921674	1.46305141784115e-15	8.8348179004344e-14
DAZAP2	-0.355507563898096	7.37654874769087	1.49519708687538e-15	8.98141281710983e-14
MVD	-0.470320254950342	5.73716127371916	1.8126301972429e-15	1.08311771943106e-13
DDC	-0.42234109524887	5.66062028278141	2.02905841363315e-15	1.20612727472891e-13
ACVR1B	-0.402235643698579	6.23274766793004	2.14337263341987e-15	1.26747729871611e-13
PDGFRA	0.495835844304032	4.60628674412578	2.24222034908751e-15	1.31909591980081e-13
CKB	-0.43942564455615	7.55444279373211	2.26671274816653e-15	1.32666628691408e-13
TSPAN13	-0.363842462772589	7.84339239389839	2.85813953930852e-15	1.66428298786368e-13
SULT1C4	-0.640419045364154	4.0412262964075	3.11033232003896e-15	1.80194024206115e-13
TINAGL1	0.479135097593747	8.24730525920659	3.53517603225327e-15	2.03772545737912e-13
ARL6IP1	-0.295510825262418	8.09822215128516	3.70264449703529e-15	2.12353174093788e-13
TSPAN3	-0.35666672951447	8.12476297074541	4.29688478165232e-15	2.45201730064989e-13
ACAA2	-0.429590137340533	6.43955654902626	4.32595820353917e-15	2.4563264167658e-13
GYG2	-0.510251352612366	4.48322263473348	4.3508418101353e-15	2.45822562272645e-13
TRAM1	-0.358245877148655	8.75591757183444	4.59124774382359e-15	2.58127637932309e-13
TMEM205	-0.582146906282621	5.17246953960821	5.50118447908626e-15	3.07769698332409e-13
DPP4	-0.491924961540712	7.29149499300897	6.31450681810634e-15	3.51548616170964e-13
SCP2	-0.412576106431906	6.40362249467223	6.67788483681414e-15	3.69849275047469e-13
RBP4	-0.38648789944155	7.46689035627259	6.70803469156454e-15	3.69849275047469e-13
TRIM8	0.456183068068747	5.93934577166718	1.11815289969976e-14	6.13532646359296e-13
TMBIM6	-0.319626255049502	9.61011799227503	1.16092414672382e-14	6.33953458687033e-13
ZBTB10	1.01955466631073	4.67867558723001	1.22234729344288e-14	6.6431665047922e-13
CPEB4	0.654489484453849	5.36077554024781	1.28018955359889e-14	6.92455136266545e-13
ATAD2B	0.614975965235235	4.88513023971358	1.48650620973314e-14	8.00259215645485e-13
CDHR5	-0.902803660434263	3.90954923911315	1.57654077417944e-14	8.44744594164788e-13
ABL2	0.643646795505738	6.39953843612095	1.5994124852622e-14	8.52995079172782e-13
MXD4	-0.969146168505718	4.31820013546827	1.61669767800859e-14	8.5820328367963e-13
FAM46A	0.654766324338794	6.72459169365531	1.81717413194646e-14	9.56132883639747e-13
ACAA1	-0.377485717930946	6.09377873301852	1.81793424822417e-14	9.56132883639747e-13
ZNF267	0.714380267607292	4.87590656245829	2.10022608650914e-14	1.09953579473986e-12
TNFRSF10B	0.529797625965101	7.48733862703769	2.44388817561843e-14	1.27361167800608e-12
FOSB	2.33777897463745	3.07254210555454	2.50060903777288e-14	1.29724777036826e-12
GPT2	-0.504100064640068	5.37411862336703	2.72831701136027e-14	1.40897203849116e-12
PHLDA2	0.779983289714085	6.53027165395125	2.84308656126587e-14	1.46162823980754e-12
VIM	0.642081796452632	8.30875362224898	3.03947346084464e-14	1.55558343536412e-12
DUSP9	-1.24296489098131	3.47664364555464	3.38047242054693e-14	1.71500364040179e-12
AP1M1	-0.331044152204546	6.7757854899928	3.38102005686851e-14	1.71500364040179e-12
ZFX	0.641705980834804	5.556469062538	3.49915020580793e-14	1.767070853933e-12
STARD10	-0.361590295946049	6.85078264248841	3.61731566933364e-14	1.81869708079757e-12
CYMP	-1.06958268114154	2.488754250925	4.02653686405536e-14	2.01556426445017e-12
TDP2	-0.434743449131531	6.22272371393159	4.33879118354299e-14	2.16238531780682e-12
RRBP1	-0.369500263595273	7.9594977692851	4.50405855194098e-14	2.23499218492619e-12
ARHGAP29	0.465023204387906	7.7955656653071	5.27656559268442e-14	2.60698887919079e-12
SSFA2	0.341194268027686	8.67200564124878	6.44006389808432e-14	3.16812281331191e-12
MIDN	0.377481588883503	6.65682474891248	7.30813235043814e-14	3.57973023671891e-12
APOB	-0.748327860138038	7.54910139547998	7.51383165885166e-14	3.66475900523393e-12
SLC44A3	-0.672513902854673	5.0872313088202	8.03018471812653e-14	3.89993609310545e-12
DHCR24	-0.340571463548772	9.19159808122001	8.32063083516405e-14	4.02387117464946e-12
DCAF11	-0.496804502028115	5.37079549721039	8.8835535493876e-14	4.27797454258062e-12
PRSS8	-0.339267104410022	6.31288799018521	9.4900876921535e-14	4.55085591724991e-12
ALDH6A1	-0.731021253624023	3.64956070817563	9.7433936463821e-14	4.6527762211782e-12
TFF3	-0.924332601507156	3.24538510065599	1.28940545157927e-13	6.13166017453094e-12
RND3	0.570251935635882	6.67780724809739	1.30276158146648e-13	6.16946802044684e-12
DGAT1	-0.480876833703731	6.05671276667805	1.3587041245623e-13	6.40780585687169e-12
KIAA1161	-0.655539760142408	4.974215413425	1.38427567519311e-13	6.50153838723415e-12
FAM214A	1.38634750682916	2.80349624031784	1.41558494850988e-13	6.62134058087839e-12
AMOT	-0.534838282955871	4.72327403745986	1.42626627058925e-13	6.6440722229531e-12
S100A10	-0.25874715927579	8.95524955022365	1.45921070972861e-13	6.76990724802138e-12
FHL3	0.634665770598261	4.70674410450045	1.48749254465267e-13	6.86032215717208e-12
THSD4	3.14675778850002	4.04128826651434	1.49072101548995e-13	6.86032215717208e-12
ARRB1	-0.538737278582601	4.7696495664791	1.60837286260359e-13	7.37203192003808e-12
SLC7A7	-0.320218433863092	6.51642492314113	1.67597713779423e-13	7.65117082945821e-12
ZBTB43	0.691918999996174	4.1218310519948	1.77722134174914e-13	8.08104668262268e-12
SNTB1	-0.602826091861004	5.07448108153388	1.98327386690604e-13	8.98218438214234e-12
JMJD1C	0.763577054454569	7.09004698878287	1.99819404266932e-13	9.01398759248416e-12
DTX4	-0.441615081825031	6.41609186955533	2.03955376705041e-13	9.16434139501826e-12
CTSH	-0.452816379439368	6.79082207532834	2.0880240151596e-13	9.31606533591233e-12
KIAA1147	-0.419352606272374	6.03602651777097	2.08964577761636e-13	9.31606533591233e-12
RAB11FIP4	-0.39024203442696	5.53533357439924	2.28499869937684e-13	1.01473502552482e-11
ECH1	-0.445306492999896	6.68900807152788	2.30419036204743e-13	1.01929165124214e-11
SCGN	-1.02397389163152	3.08299669013472	2.58438084096604e-13	1.13858342355209e-11
GSTP1	-0.359772846518295	9.37037695535089	2.59381135655431e-13	1.13858342355209e-11
PPP1R15B	0.497575658677788	6.60102956384964	2.78476447978346e-13	1.21772095815206e-11
CLDN7	-0.3965356267354	7.31985668946659	2.93221599790023e-13	1.27730462534486e-11
TMEM106C	-0.333027568581347	6.68325917996191	3.0616052157481e-13	1.32859697062103e-11
ARSE	-0.657535450196971	4.39767299321701	3.14741375041949e-13	1.36066034596734e-11
FAM126B	0.628287477986366	5.5223254618614	3.2298839900458e-13	1.39104399918463e-11
PGK1	-0.334129827460298	9.39189814852112	3.50757014151483e-13	1.50495857237251e-11
SKIL	0.977403015874617	6.78089977395248	3.5309601099668e-13	1.50932013988956e-11
SLC37A4	-0.459072622950144	5.36626494153391	3.63114283097986e-13	1.54635198246168e-11
HMGCS2	-1.25733985248744	1.54780695019038	3.69946729385853e-13	1.56959182991849e-11
MOSPD1	0.436273077282957	5.67443529214314	3.78835923269907e-13	1.60035299934354e-11
AGR2	-0.299456396728617	8.51102569689851	3.80001456954438e-13	1.60035299934354e-11
ABCB6	-0.68043805483086	4.58322433575782	4.06966104828713e-13	1.7076118214743e-11
ZMYM3	-0.37367988353607	6.03002791209604	4.19203635283843e-13	1.75251688259872e-11
SLC9A3R1	-0.43723741930301	7.11331730861622	4.30014546440453e-13	1.79115183157843e-11
ALDH18A1	-0.350837471476464	7.2639374345374	4.47929533226825e-13	1.85898900462464e-11
NFKB2	0.573378350002016	6.45725827358544	4.52850039353881e-13	1.87260054316878e-11
GANAB	-0.271900758840312	8.89931242471282	4.911918568789e-13	2.02381684568913e-11
REV3L	0.79564075466002	5.84353774150207	7.32402684080904e-13	3.00680281777531e-11
ARID4B	0.709640953486521	6.27222906180434	7.42986547568302e-13	3.03932095605628e-11
CEP170	0.662248508476185	6.37807041343969	8.83097394704037e-13	3.59956805919899e-11
BCL10	0.634322632749712	5.62692932000319	9.16142614234237e-13	3.72097354315137e-11
KIF20A	-0.261154811707165	6.51650294889088	9.39567556467086e-13	3.8025831638152e-11
INO80D	0.745614543811523	5.26550497635964	9.68172931161228e-13	3.90450800824844e-11
SLC39A7	-0.355736355955887	7.68489186767802	1.06604323694008e-12	4.28406741661869e-11
GNS	-0.403275640212455	6.50195281871605	1.0964461451394e-12	4.39078591385121e-11
EPSTI1	-0.840666001998053	4.30480108144798	1.13363652676115e-12	4.52384394402972e-11
SEMA4G	-0.57823635868357	4.67655472485588	1.25225120328803e-12	4.97977107426005e-11
ID1	0.626105297993495	6.64750043339499	1.42576623102277e-12	5.65009374814682e-11
CALM3	-0.341422276278167	8.08142271396601	1.59381832272218e-12	6.27782420300391e-11
PTTG1IP	-0.22988263896982	8.03432755714361	1.59517131242542e-12	6.27782420300391e-11
AREG	0.320057106727759	8.88700361550394	1.60844540462342e-12	6.30831182232545e-11
ESAM	0.853080097455647	4.1063466501655	1.96344528293115e-12	7.67424692263466e-11
MYADM	0.468686869551235	8.20220368585471	2.4314961442105e-12	9.47121689210734e-11
SIK1	0.512141964434657	5.56996953380755	2.44985042375819e-12	9.51025268243271e-11
FRAS1	-0.52417840702102	5.68428297927489	2.52387796694729e-12	9.75818630528902e-11
AXL	0.533425126804022	7.27697584618264	2.53081849326693e-12	9.75818630528902e-11
TMEM59	-0.418662662931538	6.65884852181598	2.81368132398952e-12	1.08123046972028e-10
ZC3H12A	1.1016032938593	5.2754053221417	3.1094337258716e-12	1.19087137964338e-10
AFF4	0.480913120913689	7.75658318406643	3.29530613061986e-12	1.25783708591186e-10
CFTR	-0.485470290549899	7.77779910660113	3.55016864219652e-12	1.3506024904463e-10
BRIX1	0.314485662915484	6.58118367417266	3.92658529188637e-12	1.4888411274518e-10
LOC102724428	0.512651889349453	5.57432502262626	4.94911412847301e-12	1.87033905788949e-10
MAFF	0.925488652235061	5.37145890366784	4.99672754677173e-12	1.88210070928402e-10
DCBLD2	0.528552850517311	8.17582015785858	5.19374000964592e-12	1.94377946509956e-10
HGD	-0.617213280562841	4.38760749801117	5.19453900688133e-12	1.94377946509956e-10
NABP1	0.424536777223884	6.18626563680669	5.35750187263353e-12	1.99820813308387e-10
EFNB2	0.405954258486116	6.53744063267169	5.3811236299851e-12	2.00048091169446e-10
TUBB3	0.366343135699763	7.21103849436953	5.69339195937521e-12	2.10969748156978e-10
HSD3B1	-0.939929425183778	2.65086137943193	6.12489012594734e-12	2.26224501642191e-10
SPTLC3	-0.774124116252482	4.06071996518759	6.1845698136215e-12	2.27691920267297e-10
SPRED2	0.346287906257861	6.11868754965014	6.65029640583858e-12	2.44050909581465e-10
BCAM	-0.33426674834301	6.34511416651803	6.68217512238628e-12	2.44434822666008e-10
COPB2	-0.298745761925411	8.03574782951487	7.02121937529612e-12	2.56016539074296e-10
